Novak Djokovic,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,4,0.55,0.40625232458114624,0.8016881942749023
Novak Djokovic,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0.0,3,0.0,0.4702689051628113,0.5292787551879883
Novak Djokovic,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0.0,2,0.2,0.6270644664764404,0.7622300386428833
Novak Djokovic,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0.0,2,0.25,0.9734147787094116,0.9230861663818359
Novak Djokovic,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0.75,1.499298334121704,1.14765202999115
Novak Djokovic,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,-1,0.0,3,0.45,1.4524096250534058,0.5564929842948914
Novak Djokovic,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1.0,1.7548320293426514,0.6745327115058899
Novak Djokovic,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,-1,1.0,3,1.0,1.3539018630981445,0.052037760615348816
Novak Djokovic,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,1.0,2,0.8,0.7388334274291992,-0.23143774271011353
Novak Djokovic,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,1,1.0,1,0.55,0.055350422859191895,-0.3661431074142456
Novak Djokovic,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.0,4,0.2,-0.6921751499176025,-0.08027592301368713
Novak Djokovic,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,3,0.45,-0.8461010456085205,0.5482131838798523
Novak Djokovic,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,3,1.0,-0.879686713218689,0.9968195557594299
Novak Djokovic,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,-1,1.0,3,0.8,-1.5376166105270386,0.7783399224281311
Novak Djokovic,0,1,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1.0,2,0.75,-1.86005699634552,0.3696766793727875
Novak Djokovic,0,1,3,0,2,1,0,0,0,0,1,1,0,0,1,1,1.0,1,0.45,-1.7208749055862427,0.13899368047714233
Novak Djokovic,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0.0,4,1.0,-1.2158138751983643,0.543786346912384
Novak Djokovic,0,2,0,1,1,1,0,0,0,0,0,0,0,0,2,-1,0.0,4,0.8,-1.0282310247421265,0.4663805663585663
Novak Djokovic,0,2,1,1,2,1,0,0,0,0,0,0,0,0,2,0,0.0,3,0.75,-0.8728312253952026,0.05661072954535484
Novak Djokovic,0,2,2,1,2,1,0,0,0,0,0,0,0,0,2,1,1.0,2,0.25,-0.5311363935470581,-0.27425599098205566
Novak Djokovic,0,2,3,1,2,0,0,0,0,0,0,0,0,0,2,2,1.0,1,0.55,0.18003539741039276,0.17938756942749023
Novak Djokovic,0,2,3,1,1,1,0,0,0,0,0,0,0,0,2,1,1.0,1,0.0,0.1869826763868332,0.016602415591478348
Novak Djokovic,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0.0,4,0.2,0.6872339248657227,0.21871188282966614
Novak Djokovic,0,3,0,0,2,0,0,0,0,1,0,0,0,0,3,-1,0.0,4,0.25,1.2758393287658691,0.5671994090080261
Novak Djokovic,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3,-2,1.0,4,0.75,1.5225642919540405,0.9651002287864685
Novak Djokovic,0,3,0,0,2,1,0,0,0,0,0,0,0,0,3,-3,1.0,5,0.25,1.3083165884017944,0.7519416213035583
Novak Djokovic,0,3,1,0,2,0,0,0,0,0,0,0,0,0,3,-2,1.0,4,0.75,1.609903335571289,0.8480941653251648
Novak Djokovic,0,3,0,1,1,1,0,1,0,0,0,0,0,0,2,0,0.0,4,0.25,1.0991634130477905,0.40190738439559937
Novak Djokovic,0,3,1,1,2,0,0,0,0,0,0,0,0,0,2,1,0.0,3,0.55,0.9712406992912292,0.6773986220359802
Novak Djokovic,0,3,1,1,1,1,0,1,0,0,0,0,0,0,2,0,0.0,3,0.2,0.2492782324552536,0.4275248050689697
Novak Djokovic,0,3,2,1,2,0,0,0,0,1,0,0,0,0,2,1,0.0,2,0.45,-0.010190621018409729,0.46574127674102783
Novak Djokovic,0,3,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0.0,2,1.0,-0.000295102596282959,0.6845335364341736
Novak Djokovic,0,3,2,1,2,1,0,0,0,0,0,0,0,0,2,-1,1.0,3,0.8,-0.28187620639801025,0.1947593092918396
Novak Djokovic,0,3,3,1,1,1,0,1,0,0,0,0,0,0,2,0,1.0,2,0.55,-0.32268309593200684,-0.08622349798679352
Novak Djokovic,0,3,4,1,1,1,1,1,0,0,0,0,0,0,2,1,1.0,1,0.0,-0.41789382696151733,-0.21153748035430908
Novak Djokovic,0,4,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0.0,4,0.0,-0.22914020717144012,0.08352656662464142
Novak Djokovic,0,4,0,0,1,0,0,0,0,0,0,0,0,0,3,-1,1.0,4,0.2,0.29811835289001465,0.7566191554069519
Novak Djokovic,0,4,0,0,2,0,0,0,0,0,0,0,0,0,3,-2,1.0,4,0.25,0.7719830870628357,1.1854972839355469
Novak Djokovic,0,4,0,0,2,0,0,0,0,0,0,0,0,0,3,-3,1.0,5,0.75,1.3152247667312622,1.3899813890457153
Novak Djokovic,0,4,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0.0,4,0.45,1.504944920539856,0.4508618116378784
Novak Djokovic,0,4,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0.0,3,1.0,2.068662643432617,0.37165313959121704
Novak Djokovic,0,4,1,1,1,1,0,0,0,0,0,0,0,0,2,0,1.0,3,0.8,1.9175913333892822,-0.12946690618991852
Novak Djokovic,0,4,2,1,2,1,0,0,0,0,0,0,0,0,2,1,1.0,2,0.75,1.5808095932006836,-0.6290274262428284
Novak Djokovic,0,4,3,1,1,1,1,1,0,0,0,0,0,0,2,2,1.0,1,0.25,1.0521291494369507,-0.49500149488449097
Novak Djokovic,0,5,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0.0,4,0.55,1.2687029838562012,0.12427350878715515
Novak Djokovic,0,5,0,0,1,1,0,1,0,0,0,0,0,0,3,-1,0.0,4,0.0,0.9921867251396179,0.24635104835033417
Novak Djokovic,0,5,1,0,2,0,0,0,0,0,0,0,0,0,3,0,1.0,3,0.0,1.2395390272140503,0.7585396766662598
Novak Djokovic,0,5,1,0,2,0,0,0,0,0,0,0,0,0,3,-1,1.0,3,0.2,1.513109803199768,1.1018321514129639
Novak Djokovic,0,5,1,0,1,0,0,0,0,0,0,0,0,0,3,-2,1.0,4,0.45,1.9691121578216553,1.28714919090271
Novak Djokovic,0,5,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0.0,4,1.0,2.2567901611328125,1.0027873516082764
Novak Djokovic,0,5,0,1,1,1,1,1,0,0,0,0,0,0,2,-1,0.0,4,1.0,2.01438045501709,0.9977329969406128
Novak Djokovic,0,5,1,1,1,1,1,1,0,0,0,0,0,0,2,0,1.0,3,0.8,1.46625816822052,0.5360360145568848
Novak Djokovic,0,5,2,1,1,1,1,1,0,0,0,0,0,0,2,1,1.0,2,0.75,0.8633142709732056,0.1666480302810669
Novak Djokovic,0,5,3,1,1,1,0,0,0,0,0,0,0,0,2,2,1.0,1,0.25,0.18040265142917633,-0.17614564299583435
Novak Djokovic,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,4,0.75,0.16557660698890686,0.0030934996902942657
Novak Djokovic,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,-1,0.0,4,0.25,0.056537285447120667,-0.05088206008076668
Novak Djokovic,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,3,0.55,0.7616689205169678,0.27890118956565857
Novak Djokovic,1,0,1,0,2,1,0,0,0,0,0,0,0,1,0,-1,1.0,3,0.2,0.8563777804374695,0.33056017756462097
Novak Djokovic,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1.0,2,0.25,1.6302286386489868,0.831716775894165
Novak Djokovic,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,-1,1.0,3,0.75,2.3770971298217773,1.1242811679840088
Novak Djokovic,1,0,0,1,1,1,0,0,0,0,0,0,0,1,-1,0,0.0,4,0.25,2.3869833946228027,0.8122250437736511
Novak Djokovic,1,0,1,1,2,0,0,0,0,0,0,0,0,1,-1,1,0.0,3,0.75,2.411360740661621,0.8506274819374084
Novak Djokovic,1,0,1,1,2,1,0,1,0,0,0,0,0,1,-1,0,0.0,3,0.45,1.9312864542007446,0.2012733519077301
Novak Djokovic,1,0,2,1,2,0,0,0,0,1,0,0,0,1,-1,1,1.0,2,1.0,2.003282308578491,0.4136720895767212
Novak Djokovic,1,0,2,1,2,1,0,0,0,0,0,0,0,1,-1,0,1.0,2,1.0,1.5944995880126953,-0.11136537790298462
Novak Djokovic,1,0,3,1,2,1,0,0,0,0,0,0,0,1,-1,1,1.0,1,1.0,0.9692641496658325,-0.46528488397598267
Novak Djokovic,1,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0.0,4,0.8,0.2347291260957718,-0.5721344351768494
Novak Djokovic,1,1,1,0,2,1,0,0,0,0,0,0,0,1,0,1,0.0,3,0.55,-0.5512434244155884,-0.5241777300834656
Novak Djokovic,1,1,2,0,1,1,0,0,0,0,0,0,0,1,0,2,0.0,2,0.2,-1.1126407384872437,-0.5592312216758728
Novak Djokovic,1,1,3,0,2,0,0,0,0,1,1,0,1,1,0,3,1.0,1,0.45,-0.7245202660560608,-0.02840326353907585
Novak Djokovic,1,1,3,0,2,0,0,0,0,0,1,0,1,1,0,2,1.0,1,0.8,-0.1728132963180542,0.20554578304290771
