0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Stan Wawrinka,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.25
Stan Wawrinka,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,4,0.55
Stan Wawrinka,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-2,1,4,0.0
Stan Wawrinka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,3,0.0
Stan Wawrinka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-2,1,4,0.0
Stan Wawrinka,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-1,0,0,4,0.2
Stan Wawrinka,0,0,0,1,2,0,0,0,0,0,0,0,0,0,-1,-1,0,4,0.45
Stan Wawrinka,0,0,0,1,2,0,0,0,0,0,0,0,0,0,-1,-2,0,4,1.0
Stan Wawrinka,0,0,0,1,2,1,0,0,0,0,0,0,0,0,-1,-3,0,5,1.0
Stan Wawrinka,0,0,1,1,1,1,0,0,0,0,0,0,0,0,-1,-2,0,4,1.0
Stan Wawrinka,0,0,2,1,2,1,0,0,0,0,0,0,0,0,-1,-1,1,3,0.8
Stan Wawrinka,0,0,3,1,2,1,0,0,0,0,0,0,0,0,-1,0,1,2,0.55
Stan Wawrinka,0,0,4,1,1,1,1,1,0,0,0,0,0,0,-1,1,1,1,0.0
Stan Wawrinka,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
Stan Wawrinka,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,-1,1,4,0.0
Stan Wawrinka,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,-2,1,4,0.2
Stan Wawrinka,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,-3,1,5,0.45
Stan Wawrinka,0,1,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,4,0.8
Stan Wawrinka,0,1,0,1,1,1,0,0,0,0,0,0,0,0,-1,-1,0,4,0.75
Stan Wawrinka,0,1,1,1,2,1,0,0,0,0,0,0,0,0,-1,0,0,3,0.45
Stan Wawrinka,0,1,2,1,1,0,0,0,0,1,0,0,0,0,-1,1,1,2,0.8
Stan Wawrinka,0,1,2,1,1,1,1,1,0,0,0,0,0,0,-1,0,1,2,0.55
Stan Wawrinka,0,1,3,1,2,1,0,0,0,0,0,0,0,0,-1,1,1,1,0.0
Stan Wawrinka,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.2
Stan Wawrinka,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,4,0.25
Stan Wawrinka,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,1,4,0.75
Stan Wawrinka,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,-3,1,5,0.25
Stan Wawrinka,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,-2,1,4,0.75
Stan Wawrinka,0,2,0,1,1,1,0,0,0,0,0,0,0,0,-1,0,0,4,0.25
Stan Wawrinka,0,2,1,1,2,0,0,0,0,1,0,0,0,0,-1,1,0,3,0.55
Stan Wawrinka,0,2,1,1,1,1,0,0,0,0,0,0,0,0,-1,0,0,3,0.0
Stan Wawrinka,0,2,2,1,2,0,0,0,0,0,0,0,0,0,-1,1,1,2,0.0
Stan Wawrinka,0,2,2,1,2,0,0,0,0,0,0,0,0,0,-1,0,1,2,0.0
Stan Wawrinka,0,2,2,1,2,0,0,0,0,1,0,0,0,0,-1,-1,1,3,0.2
Stan Wawrinka,0,2,0,0,1,0,0,0,0,0,0,0,0,0,-2,0,0,4,0.45
Stan Wawrinka,0,2,0,0,1,0,0,0,0,0,0,0,0,0,-2,-1,0,4,0.8
Stan Wawrinka,0,2,0,0,2,1,0,0,0,0,0,0,0,0,-2,-2,0,4,0.55
Stan Wawrinka,0,2,1,0,2,1,0,1,0,0,0,0,0,0,-2,-1,1,3,0.2
Stan Wawrinka,0,2,2,0,2,0,0,0,0,1,0,0,0,0,-2,0,1,2,0.25
Stan Wawrinka,0,2,2,0,1,0,0,0,0,0,0,0,0,0,-2,-1,1,3,0.75
Stan Wawrinka,0,2,0,1,1,1,0,0,0,0,0,0,0,0,-3,0,0,4,0.25
Stan Wawrinka,0,2,1,1,2,0,0,0,0,0,0,0,0,0,-3,1,0,3,0.75
Stan Wawrinka,0,2,1,1,2,1,0,0,0,0,0,0,0,0,-3,0,0,3,0.45
Stan Wawrinka,0,2,2,1,2,0,0,0,0,1,0,0,0,0,-3,1,1,2,1.0
Stan Wawrinka,0,2,2,1,2,1,0,0,0,0,0,0,0,0,-3,0,1,2,0.8
Stan Wawrinka,0,2,3,1,2,1,0,0,0,0,0,0,0,0,-3,1,1,1,0.55
Stan Wawrinka,0,3,0,0,1,1,0,0,0,0,0,0,0,0,-2,0,0,4,0.0
Stan Wawrinka,0,3,1,0,1,0,0,0,0,1,0,0,0,0,-2,1,0,3,0.0
Stan Wawrinka,0,3,1,0,2,0,0,0,0,1,0,0,0,0,-2,0,1,3,0.2
Stan Wawrinka,0,3,1,0,1,0,0,0,0,0,0,0,0,0,-2,-1,1,3,0.45
Stan Wawrinka,0,3,1,0,2,0,0,0,0,0,0,0,0,0,-2,-2,1,4,0.8
Stan Wawrinka,0,0,0,1,2,1,0,0,0,0,0,0,0,-1,0,0,0,4,0.55
Stan Wawrinka,0,0,1,1,2,1,0,0,0,0,0,0,0,-1,0,1,0,3,0.0
Stan Wawrinka,0,0,2,1,1,0,0,0,0,1,0,0,0,-1,0,2,0,2,0.2
Stan Wawrinka,0,0,2,1,2,0,0,0,0,1,0,0,0,-1,0,1,0,2,0.25
Stan Wawrinka,0,0,2,1,2,0,0,0,0,1,0,0,0,-1,0,0,0,2,0.75
Stan Wawrinka,0,0,2,1,2,1,0,0,0,0,0,0,0,-1,0,-1,0,3,0.25
Stan Wawrinka,0,0,3,1,2,0,0,0,0,1,0,0,0,-1,0,0,0,2,0.55
Stan Wawrinka,0,0,3,1,2,1,0,0,0,0,0,0,0,-1,0,-1,1,3,0.0
