Jannik Sinner,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,4,0.0,0.5006451606750488,0.9194318652153015,0.27723199129104614
Jannik Sinner,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1,1.0,4,0.2,0.3010908365249634,1.0870561599731445,0.4747103750705719
Jannik Sinner,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,-2,1.0,4,0.45,0.28994232416152954,0.9669308662414551,0.6575457453727722
Jannik Sinner,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-3,1.0,5,0.8,0.6371856331825256,1.1088066101074219,1.0171116590499878
Jannik Sinner,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,0,0.0,4,0.55,0.466433048248291,0.45859086513519287,0.7976287603378296
Jannik Sinner,0,0,1,1,1,1,0,0,0,0,0,0,0,0,-1,1,0.0,3,0.2,0.09091100096702576,0.07650870084762573,0.575878381729126
Jannik Sinner,0,0,2,1,1,0,0,0,0,0,0,0,0,0,-1,2,0.0,2,0.45,0.19844277203083038,0.24806882441043854,0.6229666471481323
Jannik Sinner,0,0,2,1,2,0,0,0,0,0,0,0,0,0,-1,1,1.0,2,0.8,0.3622950315475464,0.4572754204273224,1.0151952505111694
Jannik Sinner,0,0,2,1,1,1,0,0,0,0,0,0,0,0,-1,0,1.0,2,0.55,-0.003163352608680725,0.01625724509358406,0.9374086856842041
Jannik Sinner,0,0,3,1,1,1,1,1,0,0,0,0,0,0,-1,1,1.0,1,0.0,-0.3785398006439209,-0.460884153842926,0.9262367486953735
Jannik Sinner,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,4,0.0,-0.4527736306190491,-0.22698011994361877,0.9656227827072144
Jannik Sinner,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1.0,4,0.2,-0.25885695219039917,0.12355044484138489,1.236189603805542
Jannik Sinner,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,1.0,4,0.45,-0.05992254614830017,0.5405413508415222,1.3635960817337036
Jannik Sinner,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,-3,1.0,5,1.0,0.2348116934299469,1.0697044134140015,1.578081488609314
Jannik Sinner,0,1,0,1,1,1,0,0,0,0,0,0,0,0,-1,0,0.0,4,0.8,0.0688394159078598,0.7801137566566467,1.1440701484680176
Jannik Sinner,0,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,1,0.0,3,0.75,-0.18859635293483734,0.5637323260307312,0.5942630171775818
Jannik Sinner,0,1,2,1,1,1,0,0,0,0,0,0,0,0,-1,2,1.0,2,0.45,-0.1433367133140564,0.3125494122505188,0.16841565072536469
Jannik Sinner,0,1,3,1,2,0,0,0,1,1,0,0,0,0,-1,3,1.0,1,0.8,0.5275216698646545,0.990752100944519,0.5691850781440735
Jannik Sinner,0,1,3,1,1,1,1,1,0,0,0,0,0,0,-1,2,1.0,1,0.55,0.34520429372787476,0.7595406174659729,0.7609318494796753
Jannik Sinner,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,4,0.2,-0.02962036430835724,0.6230236887931824,0.5003830790519714
Jannik Sinner,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,3,0.45,0.11727654188871384,0.7785360217094421,0.6527360677719116
Jannik Sinner,0,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0.0,3,0.8,0.35302019119262695,0.5838082432746887,0.7835954427719116
Jannik Sinner,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,-1,0.0,3,0.75,-0.010521680116653442,-0.0546477772295475,0.47755327820777893
Jannik Sinner,0,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0.0,2,0.25,-0.6250196695327759,-0.6883811354637146,-0.0866357833147049
Jannik Sinner,0,2,3,0,1,0,0,0,0,0,1,0,1,0,0,1,0.0,1,0.55,-0.4057660698890686,-0.6360489726066589,-0.08052674680948257
Jannik Sinner,0,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2,0.0,-0.8002268075942993,-0.9449669718742371,-0.64911288022995
Jannik Sinner,0,2,4,0,1,0,0,0,0,1,1,0,1,0,0,1,1.0,1,0.2,-0.3127128481864929,-0.4255768060684204,-0.2533656060695648
Jannik Sinner,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,2,0.45,0.40490031242370605,0.4603477120399475,0.35069605708122253
Jannik Sinner,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,-1,1.0,3,0.8,1.5126866102218628,1.139285922050476,0.8585788011550903
Jannik Sinner,0,2,0,1,2,1,0,0,0,0,0,0,0,0,-1,0,0.0,4,0.75,1.9725273847579956,1.0802587270736694,1.072094440460205
Jannik Sinner,0,2,1,1,2,1,0,1,0,0,0,0,0,0,-1,1,0.0,3,0.45,2.0319740772247314,0.7561846375465393,0.9446250796318054
Jannik Sinner,0,2,2,1,2,0,0,0,0,0,0,0,0,0,-1,2,1.0,2,1.0,2.5286903381347656,1.2143994569778442,1.541190505027771
Jannik Sinner,0,2,2,1,2,1,0,0,0,0,0,0,0,0,-1,1,1.0,2,0.8,2.281031370162964,1.1704708337783813,1.223766565322876
Jannik Sinner,0,2,3,1,1,1,0,1,0,0,0,0,0,0,-1,2,1.0,1,0.55,1.8118560314178467,1.0333309173583984,0.7872186899185181
Jannik Sinner,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,4,0.0,1.3939687013626099,0.7526108026504517,0.26699456572532654
Jannik Sinner,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,3,0.0,1.488187313079834,0.7419890761375427,0.10072851181030273
Jannik Sinner,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,3,0.2,1.5600444078445435,0.9212504029273987,-0.08335304260253906
Jannik Sinner,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,1.0,3,0.45,1.7042533159255981,1.1336644887924194,0.1404455006122589
Jannik Sinner,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,-2,1.0,4,1.0,2.1424129009246826,1.3774018287658691,0.5076305866241455
Jannik Sinner,0,3,0,1,1,1,0,0,0,0,0,0,0,0,-1,0,0.0,4,1.0,1.9212487936019897,0.9929843544960022,0.29082220792770386
Jannik Sinner,0,3,1,1,2,1,0,0,0,0,0,0,0,0,-1,1,1.0,3,1.0,1.5587331056594849,0.6605872511863708,0.19510045647621155
Jannik Sinner,0,3,2,1,2,1,0,0,0,0,0,0,0,0,-1,2,1.0,2,1.0,1.1598740816116333,0.26495829224586487,0.12560400366783142
Jannik Sinner,0,3,3,1,1,1,0,1,0,0,0,0,0,0,-1,3,1.0,1,1.0,0.6220490336418152,-0.0011108331382274628,0.018635986372828484
Jannik Sinner,0,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.0,4,0.8,0.24335072934627533,-0.19167016446590424,-0.05172765254974365
Jannik Sinner,0,4,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0.0,3,0.75,-0.4053794741630554,-0.332694947719574,-0.23457372188568115
Jannik Sinner,0,4,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1.0,2,0.45,-0.7400488257408142,-0.2279960811138153,-0.09150786697864532
Jannik Sinner,0,4,3,0,1,0,0,0,0,0,1,0,1,0,0,3,1.0,1,1.0,-0.2761121392250061,0.6825944781303406,0.5452724695205688
Jannik Sinner,0,4,3,0,1,1,0,0,0,0,1,1,0,0,0,2,1.0,1,1.0,-0.627536416053772,1.281281590461731,0.2499014288187027
Jannik Sinner,0,5,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0.0,4,1.0,-0.6742269992828369,0.9588427543640137,0.3962699770927429
Jannik Sinner,0,5,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1.0,3,0.8,-0.35627996921539307,0.822812020778656,0.2797887325286865
Jannik Sinner,0,5,2,1,1,1,1,1,0,0,0,0,0,0,1,2,1.0,2,0.75,-0.116190105676651,0.2957165539264679,0.5430941581726074
Jannik Sinner,0,5,3,1,2,1,0,0,0,0,0,0,0,0,1,3,1.0,1,0.25,-0.1540687382221222,-0.2877504825592041,0.5559538006782532
Jannik Sinner,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,4,0.55,-0.04912436008453369,-0.420909583568573,0.9247414469718933
Jannik Sinner,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,-1,0.0,4,0.2,-0.4532255530357361,-0.8875324726104736,0.858110785484314
Jannik Sinner,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0.0,3,0.25,-0.19714485108852386,-0.3181230425834656,0.8959368467330933
Jannik Sinner,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1,1.0,3,0.55,0.14673027396202087,0.032300908118486404,1.2436236143112183
Jannik Sinner,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,-2,1.0,4,0.0,-0.34696143865585327,0.3137005567550659,0.6150754690170288
Jannik Sinner,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,-1,1.0,3,0.2,-0.28667527437210083,0.9707560539245605,0.6702249050140381
Jannik Sinner,1,0,0,1,2,0,0,0,0,0,0,0,0,1,-1,0,0.0,4,0.45,-0.21147628128528595,1.5350428819656372,0.7764289379119873
Jannik Sinner,1,0,0,1,2,0,0,0,0,0,0,0,0,1,-1,-1,0.0,4,1.0,0.030734721571207047,1.6027326583862305,1.147436499595642
